Name,NA_sales,EU_sales,JP_sales,other_sales
Disney's Donald Duck: Goin' Quackers,0.23,0.12,0,0.02
Disney's DuckTales,1.73,0.53,0.77,0.07
Disney's Extreme Skate Adventure,0.53,0.24,0,0.05
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,0.23,0.15,0,0.03
Disney's Hide & Sneak,0.03,0.01,0,0
Disney's Home on the Range,0.12,0.04,0,0
Disney's Kim Possible 2: Drakken's Demise,0.47,0.17,0,0.01
Disney's Kim Possible 3: Team Possible,0.33,0.12,0,0.01
Disney's Kim Possible: Global Gemini,0.05,0.01,0,0
Disney's Kim Possible: Kimmunicator,0.11,0.01,0,0.01
Disney's Kim Possible: Revenge of Monkey Fist,0.37,0.14,0,0.01
Disney's Lilo & Stitch,0.77,0.29,0,0.02
Disney's Magical Mirror Starring Mickey Mouse,0.15,0.04,0,0.01
Disney's Magical Quest 2 Starring Mickey and Minnie,0.05,0.02,0,0
Disney's Magical Quest 3 Starring Mickey and Donald,0.02,0.01,0,0
Disney's Magical Quest Starring Mickey and Minnie,0.16,0.06,0,0
Disney's Meet the Robinsons,0.29,0.01,0,0.02
Disney's Party,0.09,0.03,0,0
Disney's Peter Pan: Return to Never Land,0.08,0.03,0,0
Disney's PK: Out of the Shadows,0.1,0.06,0,0.02
Disney's Planes,0.4,0.24,0,0.07
Disney's Stitch: Experiment 626,0.15,0.12,0,0.04
Disney's Story Studio: Disney's Mulan,0.09,0.06,0,0.01
Disney's Tarzan,0.16,0.04,0,0
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,0.69,0.47,0,0.08
Disney's Tarzan Untamed,0.34,0.2,0,0.05
Disney's Tarzan: Return to the Jungle,0.25,0.09,0,0.01
Disney's The Emperor's New Groove,0.17,0.12,0,0.02
Disney's The Haunted Mansion,0.33,0.18,0,0.05
Disney's The Jungle Book,0.07,0.03,0,0
Disney's The Lion King,2.23,0.76,0.11,0.11
Disney's The Lion King: Simba's Mighty Adventure,0.08,0.06,0,0.01
Disney's The Little Mermaid: Ariel's Undersea Adventure,0.73,0.03,0,0.06
Disney's Treasure Planet,0.36,0.2,0,0.05
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,0.2,0.09,0,0.02
Disruptor,0.07,0.05,0,0.01
Dissidia 012: Duodecim Final Fantasy,0.21,0.13,0.46,0.08
Dissidia: Final Fantasy,0.51,0.51,0.91,0.32
Dissidia: Final Fantasy Universal Tuning,0,0,0.06,0
Diva Girls: Divas on Ice,0.12,0.01,0,0.01
Divinity II: Ego Draconis,0.19,0.09,0,0.03
Divinity II: Flames of Vengeance,0,0.02,0,0.01
Divinity II: The Dragon Knight Saga,0.11,0.02,0,0.01
Divinity: Original Sin,0.13,0.16,0.02,0.05
DJ Hero,1.55,0.99,0,0.52
DJ Hero 2,1.6,0.4,0,0.19
DJ Max Fever,0.09,0,0,0.01
DJ Max Portable 3,0.01,0,0.02,0
DJ Max Technika Tune,0,0,0.01,0
DJ Star,0.01,0,0,0
DK: King of Swing,0.17,0.06,0,0
DmC: Devil May Cry,0.7,0.58,0.2,0.22
DOA 2: Dead or Alive 2 Hardcore,0,0,0.11,0
Doctor Lautrec and the Forgotten Knights,0.07,0.05,0.03,0.01
Doctor Who: Evacuation Earth,0,0.14,0,0.02
Doctor Who: Return to Earth,0,0.16,0,0.02
Dodge Racing: Charger vs Challenger,0.14,0,0,0.01
DoDonPachi Daifukkatsu: Black Label,0,0,0.01,0
DoDonPachi Dai-Oujou: Black Label Extra,0,0,0.02,0
DoDonPachi Resurrection,0,0.05,0,0.01
DoDonPachi Saidaioujou,0,0,0.01,0
Dog's Life,0.21,0.16,0,0.05
Dogz,0.96,0.19,0,0.05
Dokapon Journey,0.05,0,0,0
Dokapon Kingdom,0.17,0.04,0.02,0.02
Doki Doki! PreCure Narikiri Life!,0,0,0.04,0
Doki Majo Plus,0,0,0.02,0
Doki Oki,0,0,0.02,0
DokiDoki Majo Shinpan!,0,0,0.05,0
DokiDoki Majo Shinpan! 2,0,0,0.03,0
Doki-Doki Universe,0.01,0.04,0,0.01
Doko Demo Issho,0,0,0.1,0
Doko Demo Issho: Let's Gakkou!,0,0,0.04,0
Doko Demo Issyo,0,0,1,0.07
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,0,0,0.04,0
Dokuro,0,0,0.01,0
DokuSui: DokiDoki Suikoden,0,0,0.01,0
Dollar Dash,1.3,0.23,0,0.07
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,0,0,0.04,0
Dolphin,0.27,0.02,0,0
Domino Rally,0.05,0,0,0
Don Bradman Cricket 14,0.01,0.16,0,0.02
Don King Boxing,0.2,0.11,0,0.04
Don King Presents: Prizefighter,0.14,0.08,0,0.02
Donkey Kong,3.16,0.75,1.39,0.37
Donkey Kong 64,3.33,0.79,1.09,0.06
Donkey Kong Barrel Blast,0.2,0.26,0.11,0.06
Donkey Kong Classics,0.59,0.14,0.81,0.02
Donkey Kong Country,6.6,2.91,3.59,0.43
Donkey Kong Country 2,0.79,0.27,0.12,0.04
Donkey Kong Country 2: Diddy's Kong Quest,2.1,0.74,2.2,0.11
Donkey Kong Country 3,0.45,0.17,0.14,0.01
Donkey Kong Country 3: Dixie Kong's Double Trouble!,1.17,0.5,1.75,0.08
Donkey Kong Country Returns,3.98,2.46,1.43,0.59
Donkey Kong Country: Tropical Freeze,0.73,0.52,0.15,0.12
Donkey Kong GB: Dinky Kong & Dixie Kong,0,0,0.28,0
Donkey Kong Jr.,0.33,0.07,0.7,0.01
Donkey Kong Jungle Beat,0.84,0.23,0.24,0.04
Donkey Kong Jungle Climber,0.26,0.04,0.24,0.03
Donkey Kong Junior,0.9,0.05,0,0.01
Donkey Kong Land,1.97,0.76,1.07,0.11
Donkey Kong Land II,1.39,0.48,0.4,0.08
Donkey Kong Land III,0.68,0.31,0,0.04
Donkey Konga,0.5,0.16,0.46,0.03
Donkey Konga 2,0.3,0.08,0,0.01
Doodle Hex,0,0.03,0,0
Dood's Big Adventure,0.22,0.01,0,0.02
Doom,0.55,0.34,0,0.05
Doom (2016),0.94,0.99,0.02,0.29
Doom 3,0.9,0.47,0,0.07
Doom 3 BFG Edition,0.54,0.41,0,0.15
Doom 3: Resurrection of Evil,0.53,0.15,0,0.03
Doom 64,0.38,0.08,0,0.01
Doom II: Hell on Earth,2.08,1.41,0,0.16
Dora & Kai-Lan's Pet Shelter,0.08,0.01,0,0.01
Dora the Explorer: Dora Puppy,0.39,0.01,0,0.03
Dora the Explorer: Dora Saves the Crystal Kingdom,0.29,0.05,0,0.03
Dora the Explorer: Dora Saves the Mermaids,1.03,0.06,0,0.1
Dora The Explorer: Dora Saves the Snow Princess,0.96,0.34,0,0.13
Dora the Explorer: Game Boy Advance Video Volume 1,0.18,0.07,0,0
Dora the Explorer: Journey to the Purple Planet,0.21,0.11,0,0.03
Dora the Explorer: Super Spies,0.44,0.16,0,0.01
Dora the Explorer: Super Star Adventures,0.17,0.06,0,0
Dora the Explorer: The Search for Pirate Pig's Treasure,0.19,0.07,0,0
Dorabase 2: Nettou Ultra Stadium,0,0,0.12,0
Dorabase DS: Dramatic Stadium,0,0,0.21,0
Doraemon,0,0,1.15,0
Doraemon 2: Nobita no Toizurando Daibouken,0,0,0.05,0
Doraemon 3: Nobi Dai no Machi SOS!,0,0,0.09,0.06
Doraemon 4: Nobita to Toki no Okoku,0,0,0.06,0
Doraemon Wii: Himitsu Douguou Ketteisen!,0,0,0.01,0
Doraemon: Nobita and the Island of Miracles,0,0,0.08,0
Doraemon: Nobita no Kyouryuu 2006 DS,0,0,0.05,0
Doraemon: Nobita no Shin Makai Daibouken DS,0,0,0.07,0
Doraemon: Nobita no Uchuu Eiyuuki,0,0,0.06,0
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,0,0,0.07,0
Doraemon: Nobita to Midori no Kyojinden DS,0,0,0.09,0
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,0,0,0.04,0
Doraemon: Shin Nobita no Nihon Tanjou,0,0,0.04,0
DoraMoji: Nobita no Kanji Daisakusen,0,0,0.03,0
Dora's Big Birthday Adventure,0.2,0.03,0,0.02
Dora's Cooking Club,0.08,0.01,0,0.01
Doshin the Giant,0,0,0.14,0
Double Dragon,0.45,0.02,0,0.01
Double Dragon Advance,0.03,0.01,0,0
Double Pack: Finding Nemo / The Incredibles,0.31,0.09,0,0.01
Double Sequence: The Q-Virus Invasion,0.01,0,0,0
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,0.03,0,0,0
Doubutsu no Mori,0,0,0.26,0.05
Doukoku Shoshite...,0,0,0.11,0
Doukyuusei,0,0,0.14,0
Doukyuusei 2,0,0,0.13,0
Doukyuusei if,0,0,0.26,0
Downforce,0.03,0.02,0,0.01
Downhill Domination,0.23,0.18,0,0.06
Downstream Panic!,0.03,0,0,0
Downtown Nekketsu Jidaigek,0,0,0.02,0
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,0,0,0.02,0
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,0,0,0.05,0
Dr. Mario,4.8,1.56,3.52,0.3
Dr. Mario / Puzzle League,0.12,0.04,0.16,0.01
Dr. Mario 64,0.34,0.07,0,0
Dr. Muto,0.14,0.08,0,0.02
Dr. Seuss' The Cat in the Hat,0.35,0.23,0,0.07
Dr. Seuss: Green Eggs and Ham,0.04,0.01,0,0
Dr. Seuss: How the Grinch Stole Christmas,0.29,0,0,0.02
Dr. Slump & Arale-Chan,0,0,0.01,0
Draglade,0.09,0,0,0.01
Draglade (JP sales),0,0,0.04,0
Dragon Age II,1.35,0.9,0.06,0.3
Dragon Age Origins: Awakening,0.58,0.2,0,0.08
Dragon Age: Inquisition,2.2,1.87,0.13,0.61
Dragon Age: Origins,2.72,1.46,0.11,0.5
Dragon Age: Origins - Ultimate Edition,0,0.12,0,0.02
Dragon Ball GT: Final Bout,0.02,0.02,0.22,0.02
Dragon Ball GT: Game Boy Advance Video Volume 1,0.12,0.05,0,0
Dragon Ball GT: Transformation,0.2,0.08,0,0.01
Dragon Ball Heroes: Ultimate Mission,0,0,0.29,0
Dragon Ball Heroes: Ultimate Mission 2,0,0,0.31,0
Dragon Ball Kai: Ultimate Butouden,0,0,0.09,0
Dragon Ball Z,0,0,1.45,0
Dragon Ball Z for Kinect,0.01,0,0,0
Dragon Ball Z Hyper Dimension,0,0,0.21,0
Dragon Ball Z Super Gokuden: Kakusei-Hen,0,0,0.11,0
Dragon Ball Z: Attack of the Saiyans,0.13,0.02,0.21,0.01
Dragon Ball Z: Battle of Z,0.11,0.21,0.12,0.08
Dragon Ball Z: Budokai,2.7,0.42,0.55,0.1
Dragon Ball Z: Budokai 2,1.84,0.28,0.51,0.07
Dragon Ball Z: Budokai 3,1.09,0.15,0.65,0.04
Dragon Ball Z: Budokai Tenkaichi,0.96,0.12,0.54,0.04
Dragon Ball Z: Budokai Tenkaichi 2,0.9,0.05,0,0.13
Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),0.15,0.05,0.14,0.01
Dragon Ball Z: Budokai Tenkaichi 3,1.48,0.37,1.02,1.18
Dragon Ball Z: Burst Limit,0.46,0.52,0.21,0.17
Dragon Ball Z: Buu's Fury,0.44,0.16,0,0.01
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,0.01,0.01,0,0
Dragon Ball Z: Chou Saiya Densetsu,0,0,0.58,0
Dragon Ball Z: Collectible Card Game,0.33,0.12,0,0.01
Dragon Ball Z: Extreme Butoden,0.12,0.03,0.16,0.02
Dragon Ball Z: Harukanaru Densetsu,0.19,0,0,0.02
Dragon Ball Z: Harukanaru Densetsu (JP sales),0,0,0.15,0
Dragon Ball Z: Idainaru Dragon Ball Densetsu,0,0,0.33,0.01
Dragon Ball Z: Infinite World,0.08,0.06,0.21,0.02
Dragon Ball Z: La Legende Saien,0,0,1.2,0
Dragon Ball Z: Sagas,0.72,0.1,0,0.08
Dragon Ball Z: Shin Budokai,0.26,0.08,0.13,0.07
Dragon Ball Z: Shin Budokai - Another Road,0.19,0.09,0.08,0.07
Dragon Ball Z: Shin Butouden,0,0,0.09,0
Dragon Ball Z: Supersonic Warriors,0.36,0.13,0,0.01
Dragon Ball Z: Supersonic Warriors 2,0.14,0.02,0.32,0.02
Dragon Ball Z: Taiketsu,0.77,0.29,0,0.02
Dragon Ball Z: Tenkaichi Tag Team,0.11,0.04,0.09,0.03
Dragon Ball Z: The Legacy of Goku,1.52,0.12,0,0.05
Dragon Ball Z: The Legacy of Goku I & II,0.05,0.02,0,0
Dragon Ball Z: The Legacy of Goku II,0.78,0.29,0,0.02
Dragon Ball Z: Ultimate Tenkaichi,0.66,0.28,0.1,0.12
Dragon Ball Z: Ultime Menace,0,0,0.73,0
Dragon Ball: Advanced Adventure,0.03,0.01,0,0
Dragon Ball: Daimaou Fukkatsu,0,0,1.25,0
Dragon Ball: Evolution,0.09,0,0,0.01
Dragon Ball: Fusions,0,0,0.17,0
Dragon Ball: Origins,0.09,0.03,0,0.01
Dragon Ball: Origins (JP & incomplete US sales),0.04,0,0.17,0
Dragon Ball: Origins 2,0.05,0.02,0.08,0.01
Dragon Ball: Raging Blast,0.73,0.28,0.13,0.14
Dragon Ball: Raging Blast 2,0.91,0.29,0.12,0.14
Dragon Ball: Revenge of King Piccolo,0.13,0.03,0.03,0.02
Dragon Ball: XenoVerse,0.79,0.87,0.26,0.27
Dragon Blade: Wrath of Fire,0.17,0,0,0.01
Dragon Booster,0.02,0,0,0
Dragon Force,0,0,0.3,0
Dragon Force II: Kamisarishi Daichi ni,0,0,0.08,0
Dragon Quest & Final Fantasy in Itadaki Street Portable,0,0,0.11,0
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,0,0,0.47,0
Dragon Quest Builders: Revive Alefgard,0,0,0.64,0
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,0,0,0.54,0
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,0,0,0.64,0
Dragon Quest Heroes: Rocket Slime,0.13,0,0.31,0.01
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,0.16,0.13,0.86,0.06
Dragon Quest I & II,0,0,1.15,0
Dragon Quest III: Soshite Densetsu e...,0,0,1.36,0
Dragon Quest IV: Chapters of the Chosen,0.32,0.02,1.27,0.03
Dragon Quest IV: Michibikareshi Monotachi,0,0,1.2,0.01
Dragon Quest IX: Sentinels of the Starry Skies,0.66,0.69,4.35,0.15
Dragon Quest Monsters 1·2,0,0,0.3,0.02
Dragon Quest Monsters 2,0,0,2.35,0
Dragon Quest Monsters Joker 3,0,0,0.63,0
Dragon Quest Monsters: Battle Road Victory,0,0,0.32,0
Dragon Quest Monsters: Caravan Heart,0,0,0.64,0.02
Dragon Quest Monsters: Joker,0.23,0.03,1.49,0.03
Dragon Quest Monsters: Joker 2,0.11,0.08,1.24,0.02
Dragon Quest Monsters: Joker 2 Professional,0,0,0.62,0
Dragon Quest Monsters: Terry's Wonderland 3D,0,0,0.96,0
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,0.18,0.01,0.5,0.02
Dragon Quest V: Hand of the Heavenly Bride,0.19,0.02,1.36,0.02
Dragon Quest V: Tenkuu no Hanayome,0,0,4.43,0.01
Dragon Quest VI: Maboroshi no Daichi,0,0,3.19,0
Dragon Quest VI: Realms of Revelation,0.22,0.21,1.35,0.03
Dragon Quest VII: Warriors of Eden,0.27,0.18,5.4,0.03
Dragon Quest VIII: Journey of the Cursed King,0.65,0.75,4.47,0.2
Dragon Quest X,0,0,1.53,0
Dragon Quest X: All in One Package,0,0,0.01,0
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,0,0,0.29,0
Dragon Rage,0.03,0.02,0,0.01
Dragon Shadow Spell,0,0,0.08,0
Dragon Slayer: The Legend of Heroes,0,0,0.15,0
Dragon Tales: Dragon Adventures,0.01,0,0,0
Dragon Tales: Dragon Seek,0.05,0.03,0,0.01
Dragon Tamer: Sound Spirit,0,0,0.03,0
Dragon Valor,0.04,0.03,0,0
Dragon Warrior,0.49,0,0.52,1.51
Dragon Warrior I&II,0,0,0.77,0
Dragon Warrior II,0.15,0,2.41,0
Dragon Warrior III,0.1,0,4.58,0
Dragon Warrior IV,0.08,0,3.03,0.01
Dragon Warrior Monsters,0,0,2.34,0.01
Dragon Zakura DS,0,0,0.01,0
Dragoneer's Aria,0.02,0,0.05,0
Dragonfire,0.35,0.02,0,0
DragonHeart: Fire & Steel,0.02,0.01,0,0
Dragon's Crown,0.41,0.12,0.29,0.1
Dragon's Dogma,0.83,0.7,0.79,0.25
Dragon's Dogma Online,0,0,0.11,0
Dragon's Dogma Online: Season 2,0,0,0.01,0
Dragon's Lair,0.02,0,0,0
Dragon's Lair 3D: Return to the Lair,0.07,0.02,0,0
Dragon's Lair Trilogy,0.15,0,0,0.01
Dragonseeds,0.03,0.02,0.04,0.01
Dragster,0.3,0.02,0,0
Drakan: The Ancients' Gates,0.13,0.1,0,0.03
Drake & Josh: Talent Showdown,0.03,0,0,0
Drake of the 99 Dragons,0.05,0.01,0,0
Drakengard,0.19,0.15,0.26,0.05
Drakengard 2,0.06,0.05,0,0.02
Drakengard 3,0.1,0,0.19,0.02
Drakensang: The Dark Eye,0.01,0,0,0
Drama Queens,0.07,0,0,0.01
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,0,0,0.05,0
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,0,0,0.04,0
Dramatical Murder Re:code,0,0,0.01,0
Drawn to Life,0.71,0.02,0,0.06
Drawn to Life Collection,0.14,0,0,0.01
Drawn To Life: SpongeBob SquarePants Edition,1,0.36,0,0.13
Drawn to Life: The Next Chapter,0.74,0.53,0,0.14
Dream C Club,0,0,0.09,0
Dream C Club Portable,0,0,0.06,0
Dream C Club Zero,0,0,0.03,0
Dream C Club: GoGo,0,0,0.02,0
Dream Chronicles,0.02,0,0,0
Dream Club Zero Portable,0,0,0.03,0
Dream Dance & Cheer,0.06,0,0,0
Dream Dancer,0.01,0,0,0
Dream Day: Wedding Destinations,0.08,0,0,0.01
Dream Girl Premier,0,0,0.03,0
Dream Pinball 3D,0.13,0.03,0,0.01
Dream Salon,0.23,0,0,0.01
Dream Trigger 3D,0.04,0.02,0,0.01
Dreamcast Collection,0.16,0.07,0,0.02
Dreamer Series: Babysitter,0.05,0,0,0
Dreamer Series: Horse Trainer,0.02,0,0,0
Dreamer Series: Pop Star,0.04,0.02,0,0.01
Dreamer Series: Puppy Trainer,0.05,0,0,0
Dreamer Series: Shop Owner,0.07,0,0,0.01
Dreamer Series: Teacher,0.08,0,0,0.01
Dreamer Series: Top Model,0.1,0,0,0.01
Dreamer Series: Zoo Keeper,0.06,0,0,0
Dreamfall: The Longest Journey,0.03,0.01,0,0
Dreamworks 2-in-1 Party Pack,0.14,0,0,0.01
Dreamworks Madagascar Kartz,0.87,0.4,0,0.14
DreamWorks Super Star Kartz,0.38,0.14,0,0.05
Drift King Shutokou Battle '94,0,0,0.2,0
Drill Dozer,0.04,0.01,0,0
Driv3r,0.98,0.86,0,0.19
DriveClub,0.35,1.31,0.02,0.33
Driven,0.16,0.09,0,0.02
Driver,3.11,2.8,0.02,0.33
Driver 2,2.36,2.1,0.02,0.25
Driver 2 Advance,0.25,0.09,0,0.01
Driver '76,0.03,0.14,0,0.08
Driver: Parallel Lines,0.18,0.12,0.03,0.03
Driver: Renegade,0.05,0.04,0,0.01
Driver: San Francisco,0.6,1.12,0.01,0.31
Drivers Ed Portable,0.05,0,0,0
Driving Emotion Type-S,0.04,0.03,0.11,0.01
Driving Simulator 2011,0,0.01,0,0
Drome Racers,0.1,0.07,0,0.02
Drone Tactics,0.01,0,0,0
DropCast,0.06,0,0,0
Dropship: United Peace Force,0.05,0.04,0,0.01
DrumMania,0,0,0.15,0
DrumMania 7th Mix,0,0,0.03,0
DS Bimoji Training,0,0,0.56,0
DS Bungaku Zenshuu,0,0,0.26,0
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,0,0,0.2,0
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,0,0,0.1,0
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,0,0,0.07,0
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,0,0,0.22,0
DS Rakubiki Jiten,0,0,0.16,0
DS Uranai Seikatsu,0,0,0.07,0
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,0,0,0.12,0
DT Carnage,0.03,0,0,0
DT Racer,0.06,0.05,0,0.02
Dual Hearts,0.03,0.02,0,0.01
Dual Heroes,0.04,0.01,0,0
DualPenSports,0.05,0.05,0,0.01
Ducati Moto,0.02,0,0,0
Ducati World Racing Challenge,0.02,0.01,0,0
Duck Hunt,26.93,0.63,0.28,0.47
DuckTales: Remastered,0.09,0.05,0,0.01
Duel Love: Koisuru Otome wa Shouri no Megami,0,0,0.01,0
Duel Masters,0.13,0.1,0,0.03
Duel Masters: Kaijudo Showdown,0.16,0.06,0,0
Duel Masters: Sempai Legends,0.21,0.08,0,0.01
Duel Masters: Shadow of the Code,0.01,0,0,0
Duke Nukem 64,0.35,0.08,0,0.01
Duke Nukem Forever,1.03,0.73,0,0.25
Duke Nukem Trilogy: Critical Mass,0.04,0,0,0
Duke Nukem: Land of the Babes,0.04,0.03,0,0
Duke Nukem: Time to Kill,0.77,0.54,0,0.07
Duke Nukem: Total Meltdown,0.34,0.23,0,0.04
Duke Nukem: Zero Hour,0.21,0.05,0,0
Dunamis 15,0,0,0.04,0
Dune 2000,0.14,0.09,0,0.02
Dungeon Defenders,0.02,0,0,0
Dungeon Explorer: Warriors of Ancient Arts,0.06,0,0,0
Dungeon Hunter Alliance,0.09,0.1,0,0.04
Dungeon Keeper 2,0,0.05,0,0.01
Dungeon Maker II: The Hidden War,0.06,0,0,0.01
Dungeon Maker: Hunting Ground,0.03,0,0,0
Dungeon Raiders,0.05,0,0,0
Dungeon Siege II,0,0.02,0,0
Dungeon Siege III,0.46,0.34,0.04,0.11
Dungeon Siege: Throne of Agony,0.13,0.02,0,0.02
Dungeon Travelers 2: The Royal Library & The Monster Seal,0.07,0.03,0.13,0.03
Dungeons,0.07,0.02,0,0.01
Dungeons - The Dark Lord,0,0.01,0,0
Dungeons & Dragons Heroes,0.19,0.06,0,0.01
Dungeons & Dragons Tactics,0.09,0,0,0.01
Dungeons & Dragons: Eye of the Beholder,0.19,0.07,0,0
Dungeons & Dragons: Neverwinter Nights - Complete,0.01,0,0,0
Dungeons & Dragons: Shadow over Mystara,0,0,0.02,0
Durarara!! 3-way Standoff,0,0,0.05,0
Durarara!! 3way Standoff: Alley,0,0,0.04,0
Durarara!! Relay,0,0,0.01,0
DX Game of Life,0,0,0.27,0.02
DX Game of Life 2,0,0,0.31,0.02
Dying Light,1.17,1.02,0.12,0.35
Dynamite Headdy,0,0,0.05,0
Dynasty Tactics,0.06,0.05,0.16,0.02
Dynasty Tactics 2,0.05,0.04,0,0.01
Dynasty Warriors,0.27,0.07,0.41,0.04
Dynasty Warriors 2,0.24,0.19,0.34,0.06
Dynasty Warriors 3,0.59,0.18,1.07,0.1
Dynasty Warriors 3: Xtreme Legends,0.13,0.1,0.74,0.03
Dynasty Warriors 4,0.75,0.24,1.13,0.14
Dynasty Warriors 4 Empires,0,0,0.32,0
Dynasty Warriors 4: Xtreme Legends,0.17,0.13,0.51,0.04
Dynasty Warriors 5,0.28,0.19,0.91,0.06
Dynasty Warriors 5 Empires,0.22,0.1,0.12,0.04
Dynasty Warriors 5: Xtreme Legends,0.11,0.08,0.35,0.03
Dynasty Warriors 6,0.45,0.23,0.47,0.09
Dynasty Warriors 6 (JP sales),0,0,0.25,0
Dynasty Warriors 6 Empires,0.3,0.05,0.19,0.04
Dynasty Warriors 7,0.41,0.21,0.46,0.08
Dynasty Warriors 7: Empires,0,0,0.14,0
Dynasty Warriors 7: Xtreme Legends,0.04,0.05,0.16,0.02
Dynasty Warriors 8,0.21,0.16,0.34,0.06
Dynasty Warriors 8: Empires,0.1,0.09,0.14,0.03
Dynasty Warriors 8: Xtreme Legends,0.15,0.17,0.22,0.07
Dynasty Warriors Advance,0.08,0.03,0,0
Dynasty Warriors DS: Fighter's Battle,0.04,0,0.03,0
Dynasty Warriors Gundam,0.29,0.02,0.33,0.03
Dynasty Warriors Next,0.06,0.07,0.11,0.03
Dynasty Warriors Vol. 2,0.04,0,0,0
Dynasty Warriors Vol. 2 (JP sales),0,0,0.04,0
Dynasty Warriors Vs,0,0,0.06,0
Dynasty Warriors: Eiketsuden,0,0,0.01,0
Dynasty Warriors: Gundam,0,0,0.28,0
Dynasty Warriors: Gundam 2,0.2,0.13,0.65,0.05
Dynasty Warriors: Gundam 3,0.22,0.09,0.38,0.03
Dynasty Warriors: Gundam Reborn,0,0,0.36,0
Dynasty Warriors: Strikeforce,0.27,0.17,0.47,0.07
E.T. The Extra-Terrestrial,0.01,0,0,0
E.T. The Extra-Terrestrial: Interplanetary Mission,0.02,0.01,0,0
E.T.: The Extra Terrestrial,1.84,0.11,0,0.02
E.X. Troopers,0,0,0.12,0
E·O·E: Eve of Extinction,0.04,0.03,0.02,0.01
E0: Enemy Zero,0,0,0.41,0
EA Playground,0.98,0.49,0,0.16
EA Replay,0.09,0,0,0.01
EA Sports Active,2.1,1.36,0.06,0.4
EA Sports Active 2,1.48,0.85,0,0.27
EA Sports Active NFL Training Camp,0.77,0,0,0.05
EA Sports Active: More Workouts,0.78,0.28,0,0.1
EA Sports Grand Slam Tennis,0.29,0.52,0.02,0.11
EA Sports MMA,0.39,0.25,0.01,0.09
EA Sports UFC,0.76,0.52,0.01,0.21
EA Sports UFC 2,0.51,0.61,0,0.18
Earth Defense Force 2: Invaders from Planet Space,0.04,0.01,0.18,0.02
Earth Defense Force 2017,0.04,0.01,0.03,0
Earth Defense Force 2017 (old JP sales),0,0,0.02,0
Earth Defense Force 2017 Portable,0,0,0.06,0
Earth Defense Force 2025,0.1,0.07,0.32,0.03
Earth Defense Force 2025.1: The Shadow of New Despair,0,0,0.1,0
Earth Defense Force 4.1: The Shadow of New Despair,0.02,0.02,0,0.01
Earth Defense Force: Insect Armageddon,0.16,0.09,0.11,0.03
Earth Seeker,0,0,0.02,0
EarthBound,0,0,0.81,0
Earthworm Jim,0.2,0.08,0,0.01
Earthworm Jim 2,0.02,0.01,0,0
Earthworm Jim 3D,0.1,0.02,0,0
East India Company,0.01,0,0,0
East India Company Collection,0,0.03,0,0
Easy Piano,0.04,0.11,0,0.02
Eat Lead: The Return of Matt Hazard,0.19,0.03,0,0.02
Ebikore Photo Kano Kiss,0,0,0.03,0
Ecco the Dolphin,0,0,0.12,0
Ecco the Dolphin: Defender of the Future,0.07,0.05,0,0.02
Ecco: The Tides of Time,0,0,0.07,0
Echo Night,0.03,0.02,0.07,0.01
Echo Night Beyond,0.02,0.01,0,0
echochrome,0,0.01,0.08,0
Eco Creatures: Save The Forest,0.03,0,0,0
ECW Anarchy Rulz,0.06,0.04,0,0.01
ECW Hardcore Revolution,0.45,0.22,0,0.03
"Ed, Edd n Eddy: Jawbreakers!",0.23,0.08,0,0.01
"Ed, Edd n Eddy: The Mis-Edventures",0.63,0.1,0,0.07
